ID,age,gender,race/ethnicity,year,city,state,Region,armed,%white,%black,%hispanic,personalmedianincome,HouseholdMedianIncome,countymedianincome,householdincome/countyincome,povertyrate,unemploymentrate,BAorhighereducation
77,35,Male,White,2015,Calimesa,CA,West,Firearm,71.2,0,23.6,23378,43460,56529,0.76880893,16,0.119515253,0.148913897
78,23,Male,White,2015,San Bernadino,CA,West,Firearm,32.9,18.3,39.2,26030,52656,54090,0.97348863,15,0.102047449,0.169544297
79,36,Male,Hispanic/Latino,2015,Fairfield,CA,West,Disputed,34.1,24.5,26,28062,45833,67177,0.682272206,23.5,0.160147262,0.144635049
80,27,Male,Hispanic/Latino,2015,Delano,CA,West,Firearm,5.1,2.7,80,15480,48561,48552,1.000185368,20.1,0.151374509,0.084873066
81,28,Male,White,2015,Highland,CA,West,Knife,31.8,9.3,48.6,22628,50645,54090,0.936309854,11.8,0.176044568,0.064474254
82,28,Male,White,2015,Sunnyvale,CA,West,Firearm,27.6,0.7,26.2,30908,80962,91702,0.882881507,6.6,0.120577121,0.350638761
83,46,Female,White,2015,Sebastopol,CA,West,Vehicle,83.3,1.5,10.9,33918,68926,63356,1.087915904,6.6,0.065811966,0.400197954
84,27,Male,Hispanic/Latino,2015,Elk Grove,CA,West,Knife,44.7,0,41.7,28730,60833,55064,1.104768996,14.7,0.164906988,0.176865936
85,35,Male,Hispanic/Latino,2015,Los Angeles,CA,West,Firearm,2.4,2,72,12376,23075,55909,0.412724248,50.6,0.157422081,0.126103405
86,35,Male,Asian/Pacific Islander,2015,Stockton,CA,West,Firearm,32.8,7.8,35.5,17026,41385,53380,0.775290371,29.1,0.235502122,0.101457097
87,42,Male,White,2015,Sacramento,CA,West,Firearm,62.1,7.1,15.5,30332,48188,55064,0.875127125,31.1,0.107025846,0.475305216
88,32,Male,White,2015,San Francisco,CA,West,Other,73.5,0.9,11.8,64657,115750,75604,1.531003651,8.6,0.050441655,0.794069862
89,26,Female,Black,2015,Oxnard,CA,West,No,16.1,2.6,70.9,29511,65552,76544,0.856396321,8.9,0.086549063,0.318350079
90,57,Male,-1,2015,Lake Isabella,CA,West,Firearm,87.2,0.2,3.6,18472,30119,48552,0.620345197,28.2,0.108664773,0.155529618
91,43,Female,Black,2015,Anaheim,CA,West,Firearm,23.3,0.9,68,21008,45353,75422,0.601323221,11.2,0.119982921,0.105032823
92,21,Male,Black,2015,Cerritos,CA,West,Firearm,14.5,4.5,7.9,42774,101818,55909,1.821137921,1.5,0.056978002,0.556167665
93,24,Male,Hispanic/Latino,2015,Los Angeles,CA,West,No,41.8,8.7,8.8,39531,67542,55909,1.208070257,25.5,0.103303862,0.560435572
94,25,Male,White,2015,Stockton,CA,West,Other,5.9,14.5,62.7,15628,44228,53380,0.828550019,29.4,0.265224111,0.049474494
95,31,Male,Black,2015,Anaheim,CA,West,Knife,15.7,1.6,69.1,25755,51901,75422,0.688141391,22.4,0.123324397,0.253384913
96,59,Male,White,2015,Chino,CA,West,No,28.1,7.1,32.9,37453,97955,54090,1.810963209,6,0.138940153,0.512849414
97,37,Male,White,2015,Vallejo,CA,West,Firearm,10.6,23,7.8,34516,91573,67177,1.36316001,5.6,0.108266073,0.350836333
98,23,Male,Black,2015,San Jose,CA,West,Firearm,7.2,1.9,83.4,22132,39892,91702,0.435017775,32.2,0.083946344,0.112262522
99,56,Male,-1,2015,Tehachapi,CA,West,Firearm,72.8,0.3,26.3,26741,56698,48552,1.167778876,11.5,0.113105925,0.107372482
100,36,Male,White,2015,Bakersfield,CA,West,Firearm,36.3,2.3,59.8,21115,55093,48552,1.134721536,23.1,0.117837838,0.070159027
101,37,Male,Black,2015,Hawthorne,CA,West,No,27.6,5.5,46.4,32242,83258,55909,1.489169901,7.4,0.081118881,0.252503954
102,22,Male,Hispanic/Latino,2015,Rio Linda,CA,West,Knife,49,2.5,22.5,30472,56458,55064,1.025315996,11.2,0.11952862,0.173560108
103,39,Male,Hispanic/Latino,2015,Los Angeles,CA,West,No,1.7,0,94.3,14162,25792,55909,0.461321075,38.5,0.218400688,0.065922921
104,47,Male,Hispanic/Latino,2015,Shafter,CA,West,Firearm,30.1,1.4,66.5,21130,49076,48552,1.010792552,18.8,0.078510317,0.13387151
105,23,Male,Hispanic/Latino,2015,Pomona,CA,West,Knife,13,10.4,61.1,15632,26970,55909,0.482391028,39.3,0.122121424,0.201408451
106,57,Male,White,2015,San Jose,CA,West,Firearm,8.5,0,27.3,17467,41767,91702,0.455464439,17.1,0.115249119,0.156238291
107,34,Male,Hispanic/Latino,2015,Burbank,CA,West,Firearm,58.6,2.8,19.2,44585,83325,55909,1.490368277,6.8,0.085368162,0.502911679
108,33,Male,White,2015,Alpine,CA,West,Firearm,49.5,10.9,36.1,20164,71929,62962,1.142419237,19.2,0.090909091,0.227392739
109,32,Male,Asian/Pacific Islander,2015,South El Monte,CA,West,Knife,5.7,0,80.8,17367,57500,55909,1.028456957,13.8,0.015197568,0.072751323
110,36,Male,White,2015,Hemet,CA,West,Firearm,48.3,8.1,38.4,17632,32708,56529,0.578605671,32,0.216848674,0.08590604
111,28,Male,Hispanic/Latino,2015,Los Angeles,CA,West,Firearm,0.3,37,60.3,16940,26250,55909,0.469512959,33.7,0.066431095,0.122007366
112,38,Female,Black,2015,Oakland,CA,West,Firearm,21.7,24.9,37.1,26971,63052,72112,0.874362103,23.9,0.069601428,0.396475771
113,48,Male,-1,2015,Fremont,CA,West,Firearm,23.1,4,12.3,33590,88940,72112,1.233359219,6.1,0.0809121,0.435773284
114,45,Male,White,2015,Glenwood Springs,CO,West,Knife,69.7,0.1,28,35827,59051,57022,1.035582758,7.7,0.044583333,0.380767739
115,17,Male,White,2015,Grand Junction,CO,West,Firearm,74,1.3,20.3,21109,30484,49471,0.61619939,25.7,0.079276773,0.261888814
116,46,Male,White,2015,Craig,CO,West,No,94.4,0,4.2,39179,74510,53231,1.399748267,7.7,0.041666667,0.207537688
117,32,Male,Black,2015,Northglenn,CO,West,Firearm,62.2,1.6,28.7,30906,55442,56270,0.985285232,12.4,0.08035982,0.106167401
118,17,Female,Hispanic/Latino,2015,Denver,CO,West,Firearm,38.8,43.2,13.7,32602,54261,50313,1.078468785,11.8,0.096314908,0.441001565
119,39,Male,Black,2015,Aurora,CO,West,Vehicle,37.7,17.2,42.1,25279,48169,60651,0.794199601,20.3,0.1340882,0.263902439
120,39,Male,Asian/Pacific Islander,2015,Boulder,CO,West,Firearm,92.7,0.1,1.6,54036,111464,67956,1.640237801,7.7,0.051483733,0.824971165
121,39,Male,Hispanic/Latino,2015,Evans,CO,West,Firearm,33.3,0.7,61.8,18022,27500,57180,0.480937391,42.7,0.121156494,0.062254902
122,37,Male,Black,2015,Aurora,CO,West,No,26.2,24,41,21082,38293,60651,0.631366342,23.9,0.172646427,0.114899926
123,26,Male,Hispanic/Latino,2015,Pueblo,CO,West,Firearm,42.6,3.2,52.9,22057,34987,41777,0.837470378,22.1,0.171932403,0.211460151
124,72,Male,White,2015,Ca?_ńon City,CO,West,Firearm,66.6,8,21,19044,41571,39943,1.04075808,16.8,0.109414758,0.223813112
125,20,Male,Black,2015,Trinidad,CO,West,Firearm,41.3,0.6,55.3,15498,25688,42261,0.607841745,26.6,0.12590799,0.170926518
126,41,Male,White,2015,Branford,CT,Northeast,Other,76.8,2.1,8.8,41609,64063,61996,1.033340861,8.3,0.071680376,0.382333768
127,35,Male,Black,2015,Washington,DC,South,Firearm,60.6,7.8,10.5,86023,118194,65830,1.795442807,11.9,0.019665683,0.828070175
128,52,Male,White,2015,Smyrna,DE,Northeast,Firearm,64.4,24.6,5.2,34176,66998,55149,1.214854304,6.4,0.063839559,0.241391224
129,35,Male,White,2015,Claymount,DE,Northeast,Firearm,40.1,45.6,3.1,30723,36519,64537,0.565861444,15.5,0.137201979,0.271408351
130,48,Male,Black,2015,Putnam Hall,FL,South,Firearm,86.2,7.4,6.5,23926,36844,32497,1.133766194,18.2,0.176148796,0.15356292
131,18,Male,White,2015,St Petersburg,FL,South,Firearm,83.9,4,5.5,26667,46233,45535,1.015328868,17.1,0.115461847,0.205354678
132,50,Male,White,2015,Palm Bay,FL,South,Knife,57,17.7,19.8,22105,39535,48039,0.822977164,14.1,0.080136986,0.175059952
133,39,Male,Black,2015,Coconut Creek,FL,South,Firearm,73.2,6,14.4,27031,39561,51251,0.77190689,7.8,0.081150488,0.358902001
134,53,Male,White,2015,St Augustine,FL,South,Firearm,94.4,0.5,2.9,31274,59167,64876,0.912001356,10.6,0.099182004,0.520915354
135,30,Male,Black,2015,Cocoa,FL,South,Knife,18.1,67.5,11.5,13805,21000,48039,0.43714482,47.4,0.155444722,0.070175439
136,28,Male,Black,2015,Jacksonville,FL,South,Firearm,31.8,51,12,22472,40071,48323,0.829232457,20,0.149261335,0.202439778
137,58,Male,White,2015,Clermont,FL,South,Firearm,62.5,15.8,15.9,24749,54905,45035,1.219162873,9.4,0.12539185,0.201200343
138,42,Male,Hispanic/Latino,2015,Lakeland,FL,South,Firearm,75.3,13.7,10.5,21474,39108,43113,0.907104586,14.3,0.155357805,0.258240183
139,29,Male,Black,2015,Lauderhill,FL,South,No,3.2,94.4,5,20254,29884,51251,0.583091062,26.9,0.160730056,0.182923381
140,26,Male,White,2015,Deltona,FL,South,-1,52.2,5.1,41.5,19921,43413,42457,1.022516899,17.4,0.102382486,0.056138934
141,64,Male,White,2015,Tallahassee,FL,South,Firearm,66.2,28.5,3.8,21261,28859,46369,0.622377019,36.6,0.091334895,0.358885017
142,22,Male,White,2015,Navarre,FL,South,Firearm,74.2,10.8,9.1,27745,60186,57703,1.043030692,15.8,0.108825481,0.237702807
143,45,Male,White,2015,Panama City,FL,South,Knife,84.3,4.6,6,21693,36273,47461,0.764269611,19.2,0.114788437,0.158741259
144,37,Male,Hispanic/Latino,2015,Orlando,FL,South,Firearm,16,10.6,72.4,17433,29410,47581,0.618103865,30.7,0.153279786,0.171372292
145,39,Male,Black,2015,Fort Pierce,FL,South,Firearm,56.7,34.3,7.1,11338,11378,43413,0.262087393,54.2,0.305194805,0.095599393
146,33,Male,White,2015,Ocala,FL,South,No,70.9,19.6,7.1,19808,45125,39453,1.143766,14.1,0.108317215,0.200268817
147,29,Male,Black,2015,Fort Lauderdale,FL,South,-1,14,60,26.6,19032,43496,51251,0.848685879,28.1,0.11313083,0.164427727
148,36,Male,White,2015,Tampa Bay,FL,South,No,64.1,8.1,24.7,35194,77275,49596,1.558089362,7.9,0.063364345,0.424920803
149,28,Male,Black,2015,Tallahassee,FL,South,Vehicle,56.5,35.1,2.9,19218,38658,46369,0.833703552,32.6,0.133175195,0.38185567
150,33,Male,White,2015,Sarasota,FL,South,Other,90.5,5.1,2.2,27385,50852,49052,1.036695751,15.2,0.114509804,0.497148004
