V0001,V1057,V1857
8524,FL,7
8525,FL,6
8527,FL,6
8528,FL,12
8529,FL,7
8532,FL,4
8534,GA,10
8537,FL,6
8538,FL,7
8541,FL,5
8542,FL,7
8543,FL,9
8544,FL,10
8545,FL,10
8547,FL,10
8548,FL,6
8549,FL,12
8550,FL,12
8551,FL,9
8552,FL,11
8553,FL,6
8554,FL,3
8555,FL,6
8556,FL,12
8557,FL,0
8558,FL,4
8560,FL,7
8561,FL,1
8562,FL,8
8563,FL,7
8564,FL,6
8566,FL,4
8568,FL,12
8569,FL,6
8570,FL,7
8571,FL,8
8572,FL,12
8573,FL,3
8574,FL,9
8575,FL,7
8576,FL,8
8577,FL,9
8579,MN,8
8580,FL,3
8581,FL,4
8582,FL,8
8583,FL,10
8584,FL,6
8585,FL,7
8586,FL,3
8587,FL,3
8588,FL,5
8589,FL,11
8590,FL,3
8591,FL,10
8592,FL,2
8593,FL,7
8594,FL,7
8595,SC,8
8596,FL,3
8599,FL,7
8600,FL,11
8602,FL,3
8603,FL,8
8604,FL,6
8605,FL,5
8606,FL,7
8608,FL,3
8610,FL,7
8611,FL,12
8612,CA,6
8614,FL,9
8615,FL,9
8616,FL,8
8617,FL,4
8618,FL,7
8620,FL,10
8621,FL,8
8622,FL,5
8623,FL,6
8624,FL,5
8625,FL,12
8626,FL,10
8627,FL,8
8628,FL,4
8629,FL,4
8630,FL,5
8631,FL,7
8632,FL,8
8633,FL,2
8634,FL,10
8635,FL,3
8636,FL,5
8637,FL,10
8638,FL,3
8639,NC,5
8640,FL,6
8641,FL,8
8642,FL,5
8644,FL,3
8646,FL,6
8647,FL,3
8649,FL,6
8650,FL,7
8651,FL,4
8652,FL,7
8653,FL,12
8654,FL,7
8655,FL,4
8656,FL,4
8657,FL,6
8660,FL,6
8661,FL,11
8662,FL,5
8663,FL,8
8664,FL,8
8665,FL,3
8666,FL,8
8667,FL,8
8668,FL,10
8669,FL,10
8670,FL,2
8671,FL,3
8672,FL,7
8673,FL,6
8674,FL,1
8675,FL,6
8677,FL,7
8678,FL,6
8681,FL,12
8682,FL,4
8683,FL,2
8684,FL,10
8687,FL,6
8688,FL,12
8689,FL,12
8690,FL,2
8691,FL,7
8692,FL,2
8695,FL,3
8696,FL,12
8700,FL,3
8701,FL,6
8702,FL,5
8704,FL,0
8706,FL,5
8707,FL,7
8709,FL,4
8710,FL,12
8711,FL,3
8712,FL,7
8713,FL,5
8714,FL,4
8715,FL,7
8716,FL,9
8717,FL,12
8718,FL,9
8719,FL,11
8720,FL,7
8721,FL,7
8723,FL,7
8724,FL,11
8725,FL,6
8727,FL,4
8728,FL,9
8729,FL,11
8730,FL,8
8731,FL,7
8732,FL,9
8733,FL,9
8734,FL,5
8736,FL,8
8737,FL,8
8738,GA,9
8739,FL,11
8740,FL,12
8741,FL,12
8742,FL,12
8744,FL,2
8745,FL,4
8746,FL,9
8747,FL,10
8748,FL,7
8749,FL,10
8750,FL,10
8751,FL,2
8752,FL,3
8753,NY,10
8754,FL,7
8755,FL,4
8756,FL,7
8757,FL,8
8758,FL,8
8759,FL,6
8760,FL,12
8761,FL,3
8763,FL,7
8764,FL,3
8765,FL,2
8766,FL,3
8767,FL,7
8768,FL,2
8770,FL,8
8771,FL,10
8772,FL,2
8773,FL,2
8774,FL,10
8775,FL,5
8777,FL,10
8778,FL,11
8779,FL,0
8780,FL,10
8781,FL,4
8782,FL,6
8783,FL,8
8785,FL,10
8786,FL,2
8788,FL,8
8790,FL,7
8792,FL,5
8793,FL,2
8794,FL,9
8795,FL,8
8796,FL,5
8797,FL,7
8798,FL,2
8799,FL,4
8801,FL,7
8802,FL,12
8804,FL,9
8805,FL,10
8806,FL,7
8807,FL,7
8808,FL,9
8809,FL,10
8810,FL,11
8811,FL,5
8812,FL,10
8813,FL,12
8814,FL,10
8815,FL,8
8816,FL,6
8817,FL,6
8818,FL,7
8819,FL,5
8821,FL,5
8822,FL,8
8823,FL,6
8824,FL,8
8825,FL,8
8826,FL,9
8827,FL,2
8828,FL,9
8829,FL,11
8830,FL,9
8831,FL,7
8832,FL,2
8833,FL,5
8834,VA,11
8835,FL,6
8836,FL,9
8837,FL,8
8838,FL,5
8839,FL,4
8840,FL,9
8841,FL,12
8842,FL,12
8843,FL,9
8844,FL,10
8845,FL,9
8846,FL,6
8847,FL,6
8848,FL,7
8849,FL,6
8850,FL,9
8853,FL,7
8854,FL,6
8855,FL,9
8856,FL,12
8858,FL,10
8859,FL,2
8860,FL,10
8861,FL,7
8862,FL,4
8863,FL,7
8864,FL,5
8867,FL,10
8868,FL,2
8869,FL,7
8870,FL,7
8871,FL,10
8872,FL,8
8874,FL,12
8875,FL,6
8876,FL,8
8877,FL,12
8878,FL,4
8881,FL,7
8882,FL,5
8883,FL,3
8884,FL,3
8886,FL,7
8887,FL,8
8889,FL,7
8890,FL,4
8891,FL,7
8893,FL,7
8894,FL,8
8895,FL,6
8896,FL,8
8897,FL,10
8898,FL,8
8899,FL,9
8900,FL,10
8901,FL,7
8903,FL,12
8906,FL,6
8907,FL,6
8909,FL,12
8911,FL,6
8912,FL,3
8913,FL,12
8914,FL,6
8915,FL,2
8916,FL,5
8917,FL,12
8919,FL,6
8920,FL,3
8923,FL,5
8926,FL,12
8927,FL,8
8929,FL,12
8930,FL,5
8932,FL,12
8933,FL,4
8936,FL,8
8937,FL,12
8938,FL,10
8939,CA,12
8940,FL,4
8942,FL,5
8943,FL,6
8944,FL,1
8945,FL,9
8946,FL,10
8947,FL,10
8948,FL,5
8949,FL,8
8950,FL,7
8952,FL,7
8953,FL,7
8954,FL,6
8955,FL,5
8956,FL,8
8957,FL,12
8958,FL,8
8959,FL,4
8961,FL,10
8962,FL,5
8963,FL,6
8967,FL,7
8968,FL,10
8969,FL,5
8970,FL,8
8971,FL,4
8974,FL,6
8975,FL,8
8976,FL,2
8977,FL,2
8978,FL,10
8979,FL,3
8980,FL,8
8981,FL,9
8982,FL,2
8986,FL,0
8987,FL,6
8988,FL,8
8989,FL,9
8990,FL,7
8991,FL,10
8992,FL,10
8993,FL,1
8994,FL,7
8995,FL,4
8999,AL,4
9000,FL,6
9001,FL,3
9002,FL,11
9004,FL,9
9005,FL,6
9006,FL,11
9007,FL,12
9008,FL,3
9010,FL,7
9011,FL,5
9012,FL,5
9013,FL,3
9015,FL,8
9017,FL,6
9018,FL,10
9019,FL,4
9020,FL,8
9021,FL,7
9022,FL,4
9024,FL,5
9026,FL,6
9027,FL,5
9028,FL,7
9029,FL,7
9030,FL,7
9031,FL,2
9032,FL,5
9033,FL,9
9034,FL,6
9036,FL,9
9037,FL,6
9038,FL,6
9039,FL,7
9040,FL,7
9043,FL,7
9045,FL,9
9046,FL,12
9047,FL,7
9048,FL,9
9049,FL,8
9050,FL,10
9052,FL,6
9055,FL,6
9056,FL,10
9057,FL,3
9058,FL,5
9059,FL,9
9060,FL,5
9061,FL,6
9062,FL,7
9064,FL,6
9065,FL,2
9066,FL,6
9067,FL,4
9068,IA,7
9069,FL,3
9070,FL,5
9071,FL,12
9072,FL,10
9073,FL,10
9074,FL,6
9075,FL,7
9076,FL,11
9077,FL,5
9078,FL,10
9079,FL,4
9080,GA,4
9081,FL,8
9082,FL,7
9083,FL,12
9084,FL,10
9085,FL,8
9086,FL,5
9087,FL,12
9088,FL,4
9089,FL,3
9090,FL,8
9091,FL,4
9093,FL,9
9094,GA,7
9095,GA,11
9096,GA,9
9097,GA,2
9099,GA,9
9100,GA,12
9101,GA,0
9102,GA,11
9103,GA,4
9104,GA,9
9105,GA,7
9106,GA,12
9107,GA,3
9108,GA,2
9110,GA,12
9111,GA,4
9112,GA,9
9114,GA,10
9115,GA,9
9116,GA,11
9117,GA,9
9118,GA,3
9119,GA,8
9120,GA,10
9121,GA,10
9122,GA,7
9123,GA,10
9124,GA,3
9125,GA,12
9126,GA,3
9128,GA,3
9130,GA,10
9131,GA,8
9132,GA,4
9134,GA,7
9135,GA,3
9137,GA,3
9138,GA,5
9139,GA,11
9140,GA,12
9141,GA,3
9142,GA,10
9144,GA,7
9147,GA,8
9148,GA,5
9150,GA,9
9151,GA,8
9152,GA,4
9153,GA,4
9154,GA,12
9155,GA,9
9156,GA,3
9157,GA,1
9158,AL,5
9159,GA,10
9160,GA,12
9161,GA,4
9162,GA,8
9163,GA,9
9164,GA,8
9166,GA,9
9167,GA,0
9168,GA,2
9169,GA,12
9170,GA,7
9171,GA,2
9172,GA,7
9173,GA,3
9174,FL,8
9175,GA,5
9176,NY,0
9177,GA,7
9178,SC,12
9179,GA,7
9180,GA,3
9181,GA,9
9182,GA,12
9183,GA,7
9184,GA,8
9185,GA,7
9186,GA,12
9187,GA,7
9188,GA,4
9189,GA,10
9190,GA,3
9191,GA,10
9192,GA,9
9193,GA,7
9194,GA,5
9195,GA,6
9196,GA,7
9197,GA,7
9198,GA,8
9199,GA,6
9200,GA,6
9201,GA,6
9202,GA,6
9203,GA,12
9204,GA,3
9205,GA,5
9207,GA,8
9208,GA,10
9209,GA,5
9210,GA,3
9211,GA,8
9214,GA,9
9215,GA,7
9216,GA,5
9217,GA,7
9218,GA,9
9219,GA,5
9220,GA,8
9221,GA,6
9222,GA,3
9223,GA,3
9224,GA,10
9225,GA,6
9226,GA,10
9227,GA,3
9228,GA,3
9229,GA,11
9230,GA,9
9232,GA,9
9233,GA,12
9234,GA,5
9235,GA,10
9237,GA,6
9238,GA,5
9239,NY,10
9240,GA,10
9241,GA,8
9242,GA,7
9243,GA,5
9244,GA,10
9245,GA,7
9246,GA,8
9247,GA,11
9248,GA,6
9249,GA,7
9250,GA,7
9251,GA,5
9252,GA,9
9253,GA,12
9254,GA,9
9255,GA,8
9256,GA,7
9257,GA,4
9258,GA,7
9259,GA,4
9260,GA,9
9261,GA,6
9262,GA,2
9263,GA,1
9264,GA,5
9266,GA,10
9267,TN,4
9268,GA,6
9269,CT,3
9270,GA,5
9271,GA,4
9272,GA,2
9273,GA,12
9275,GA,10
9276,GA,4
9277,GA,6
9279,GA,4
9280,TN,8
9282,GA,8
9283,GA,9
9284,GA,4
9286,GA,6
9287,GA,5
9288,GA,8
9293,GA,8
9294,GA,3
9295,GA,6
9296,GA,0
9298,GA,6
9299,GA,7
9300,SC,6
9301,GA,3
9302,GA,11
9303,GA,7
9304,GA,5
9305,GA,4
9306,GA,3
9309,GA,10
9311,GA,5
9312,GA,10
9313,GA,7
9314,GA,9
9315,GA,4
9316,GA,2
9317,GA,1
9318,GA,5
9319,GA,8
9320,GA,5
9321,GA,12
9322,GA,2
9324,GA,7
9325,GA,8
9326,GA,10
9327,SC,7
9328,GA,3
9329,GA,5
9330,GA,3
9331,GA,9
9332,GA,12
9333,GA,0
9334,GA,7
9336,GA,5
9337,GA,8
9338,GA,5
9339,GA,12
9340,GA,8
9342,GA,4
9343,GA,9
9344,GA,3
9345,SC,7
9346,GA,4
9347,GA,6
9348,GA,5
9349,GA,7
9350,GA,9
9351,GA,12
9352,GA,7
9353,GA,10
9354,GA,10
9355,GA,6
9356,GA,9
9357,GA,10
9358,GA,7
9359,GA,12
9360,GA,10
9361,GA,10
9365,GA,9
9366,GA,7
9367,GA,2
9368,GA,10
9373,GA,8
9375,GA,7
9377,GA,6
9378,GA,9
9379,GA,8
9380,GA,6
9382,GA,10
9383,GA,3
9385,GA,7
9386,GA,8
9388,GA,2
9389,GA,5
9390,GA,9
9392,GA,7
9395,GA,4
9396,GA,6
9397,GA,9
9399,GA,7
9400,GA,8
9401,GA,7
9402,GA,10
9403,GA,6
9405,GA,7
9406,GA,7
9409,GA,7
9410,GA,9
9411,GA,1
9412,GA,6
9415,GA,10
9416,FL,8
9417,GA,10
9419,GA,5
9420,GA,7
9421,GA,6
9422,GA,11
9423,GA,7
9424,GA,7
9425,GA,6
9426,GA,5
9427,GA,11
9428,GA,12
9429,GA,0
9430,GA,4
9431,GA,2
9432,GA,3
9434,GA,8
9435,GA,6
9436,GA,2
9437,GA,1
9438,GA,6
9439,GA,3
9440,GA,3
9441,GA,4
9442,GA,7
9444,GA,2
9445,GA,10
9446,GA,6
9447,GA,3
9448,GA,4
9449,GA,8
9450,GA,12
9451,GA,11
9452,GA,3
9453,GA,12
9454,GA,1
9455,GA,2
9458,FL,8
9460,GA,1
9462,GA,3
9463,GA,4
9465,GA,7
9469,GA,11
9471,SC,11
9472,GA,8
9473,GA,4
9474,GA,8
9475,GA,3
9476,GA,9
9478,GA,12
9479,GA,4
9480,GA,9
9481,GA,4
9482,GA,9
9483,GA,4
9484,GA,5
9487,GA,5
9488,GA,12
9489,GA,8
9490,GA,7
9491,GA,8
9492,GA,5
9493,GA,4
9494,GA,12
9495,GA,6
9496,GA,8
9498,GA,10
9499,FL,12
9500,GA,6
9501,GA,9
9502,GA,8
9504,GA,2
9505,GA,9
9506,GA,10
9507,GA,6
9508,GA,12
9509,MS,6
9510,GA,4
9511,GA,2
9516,MI,12
9517,GA,2
9518,GA,7
9519,GA,10
9521,GA,3
9523,GA,7
9525,GA,5
9526,GA,7
9527,GA,5
9528,GA,3
9530,GA,3
9533,TN,5
9534,GA,4
9535,GA,11
9536,GA,9
9540,GA,8
9541,GA,11
9542,GA,10
9543,GA,8
9544,GA,8
9545,GA,2
9548,GA,8
9549,GA,8
9550,GA,10
9551,GA,8
9552,GA,7
9553,GA,1
9554,GA,7
9555,GA,3
9556,GA,3
9557,GA,10
9558,GA,10
9559,TX,3
9560,GA,9
9561,GA,4
9562,GA,9
9563,GA,9
9564,GA,4
9565,GA,12
9566,GA,2
9568,GA,9
9569,GA,3
9570,GA,6
9571,GA,5
9572,GA,2
9573,GA,5
9574,GA,5
9575,GA,9
9577,GA,10
9578,GA,7
9579,GA,12
9580,GA,8
9581,GA,5
9583,GA,10
9584,GA,7
9585,GA,6
9586,GA,11
9587,GA,2
9588,GA,10
9589,GA,8
9590,GA,3
9591,GA,7
9592,GA,9
9593,GA,2
9594,GA,10
9596,GA,10
9597,GA,10
9598,GA,6
9600,GA,7
9601,GA,10
9602,GA,7
9603,GA,9
9604,GA,7
9605,GA,8
9608,GA,9
9609,GA,9
9610,GA,7
9611,GA,7
9612,GA,5
9613,FL,3
9614,FL,9
9616,FL,9
9617,FL,7
9618,GA,6
9619,GA,4
9620,GA,4
9621,GA,9
9622,GA,4
9623,GA,10
9624,GA,10
9625,GA,8
9626,GA,3
9627,GA,6
9628,GA,7
9629,GA,8
9630,GA,3
9631,GA,7
9632,GA,2
9633,GA,8
9635,GA,3
9636,GA,9
9637,GA,10
9638,GA,10
9640,GA,2
9641,GA,12
9642,GA,7
9643,GA,8
9644,GA,1
9645,GA,8
9647,GA,9
9648,LA,2
9649,LA,10
9650,LA,5
9652,LA,4
9654,LA,6
9656,LA,7
9657,LA,9
9658,LA,10
9659,LA,6
9660,LA,1
9661,CA,3
9663,LA,6
9664,LA,12
9665,LA,10
9667,LA,9
9668,LA,4
9669,LA,1
9670,LA,9
9671,LA,5
9672,LA,5
9673,LA,1
9674,LA,2
9675,LA,6
9676,LA,3
9677,LA,4
9679,LA,9
9680,LA,7
9681,LA,9
9682,LA,7
9684,LA,6
9685,LA,7
9686,LA,3
9687,OK,5
9688,LA,4
9689,NV,7
9690,LA,9
9694,LA,3
9695,LA,12
9697,LA,7
9699,LA,9
9701,MS,4
9702,AL,5
9703,LA,2
9704,LA,9
9705,LA,3
9706,LA,8
9707,LA,0
9708,LA,9
9710,LA,12
9714,LA,10
9715,AL,9
9716,LA,10
9717,LA,10
9718,LA,10
9720,LA,8
9721,LA,7
9722,LA,12
9723,LA,12
9724,LA,3
9725,LA,3
9726,LA,1
9728,LA,3
9730,LA,3
9732,LA,3
9733,LA,2
9735,TX,8
9738,LA,3
9739,LA,10
9740,LA,1
9742,LA,8
9744,LA,8
9745,LA,9
9746,LA,8
9747,LA,6
9748,LA,8
9752,LA,7
9753,LA,10
9754,LA,12
9755,LA,8
9757,LA,2
9758,LA,9
9759,LA,12
9761,LA,3
9764,LA,0
9765,LA,8
9766,LA,4
9768,LA,3
9769,LA,6
9770,LA,4
9771,LA,7
9772,LA,10
9773,LA,10
9774,LA,10
9776,LA,6
9777,LA,3
9778,LA,4
9779,CA,10
9781,LA,10
9783,LA,9
9786,LA,10
9787,LA,3
9789,LA,7
9791,LA,6
9792,LA,2
9793,LA,8
9794,LA,7
9795,LA,10
9796,LA,3
9798,LA,5
9799,LA,0
9800,LA,3
9801,LA,10
9802,LA,11
9804,LA,9
9805,LA,11
9806,LA,3
9807,LA,6
9809,LA,5
9810,LA,10
9811,LA,3
9813,LA,3
9814,LA,1
9815,LA,0
9817,LA,3
9818,LA,8
9821,LA,4
9822,LA,6
9823,LA,4
9825,LA,11
9826,LA,7
9827,LA,10
9828,LA,8
9829,LA,5
9831,LA,9
9832,LA,12
9833,LA,5
9834,LA,10
9836,LA,12
9837,LA,3
9838,LA,7
9839,LA,7
9840,LA,8
9841,LA,9
9842,LA,3
9843,LA,9
9844,LA,12
9847,LA,10
9848,LA,6
9849,LA,9
9851,LA,4
9852,LA,7
9853,LA,7
9854,LA,10
9856,LA,1
9857,TN,1
9858,MS,7
9859,TX,10
9860,MS,10
9861,AR,8
9862,MS,2
9863,MS,4
9864,MS,10
9865,MS,6
9866,MS,2
9867,MS,7
9868,MS,6
9871,TN,11
9872,MS,4
9874,AL,10
9875,MS,2
9876,MS,2
9877,MS,7
9878,MS,8
9879,MS,5
9881,MS,5
9882,MS,5
9883,MS,7
9884,MS,5
9885,MS,11
9886,MS,8
9887,MS,7
9890,MS,1
9891,MS,3
9892,MS,6
9893,MS,7
9894,MS,10
9897,MS,2
9899,MS,7
9900,MS,5
9901,MS,6
9902,MS,7
9903,MS,6
9904,MS,5
9905,MS,10
9907,MS,5
9908,MS,9
9909,MS,10
9910,MS,8
9911,MS,2
9913,MS,10
9914,TN,7
9916,MS,8
9918,MS,9
9920,MS,2
9921,MS,7
9922,MS,6
9923,MS,7
9924,MS,2
9925,MS,4
9926,MS,10
9927,MS,9
9928,MS,5
9929,MS,2
9930,MS,9
9931,MS,12
9932,MS,7
9933,MS,7
9934,MS,6
9935,MS,7
9936,MS,11
9939,MS,5
9940,MS,3
9941,MS,2
9942,MS,6
9944,MS,7
9945,MS,5
9946,TN,6
9947,MS,2
9948,MS,12
9949,MS,8
9950,MS,8
9951,MS,0
9952,TN,4
9955,MS,7
9956,MS,2
9958,MS,5
9959,MS,6
9960,LA,5
9961,MS,7
9962,MS,1
9963,MS,2
9964,MS,1
9965,MS,5
9966,MS,8
9970,MS,10
9971,MS,4
9972,MS,2
9973,MS,4
9974,MS,7
9975,MS,9
9976,MS,5
9977,MS,3
9978,MS,5
9979,MS,1
9980,MS,12
9981,MS,2
9982,MS,6
9983,MS,11
9984,TX,5
9985,MS,2
9986,MS,1
9988,MS,8
9989,MS,9
9990,MS,7
9991,MS,7
9992,MS,12
9993,MS,8
9994,MS,7
9995,MS,7
9996,MS,2
9997,MS,9
9998,MS,8
9999,MS,8
10000,MS,10
10001,MS,8
10002,MS,7
10003,MS,4
10004,MS,4
10005,MS,5
10006,MS,1
10007,TN,10
10009,MS,2
10010,MS,8
10011,MS,10
10012,MS,4
10013,MS,5
10014,MS,8
10015,LA,12
10016,MS,5
10017,MS,8
10018,MS,6
10019,MS,4
10020,MS,1
10022,MS,8
10024,MS,11
10025,MS,1
10026,MS,5
10027,MS,8
10028,MS,11
10029,MS,9
10030,MS,6
10031,MS,10
10032,MS,5
10033,MS,12
10034,MS,10
10035,MS,7
10036,MS,0
10038,MS,7
10039,MS,10
10040,MS,9
10041,LA,12
10042,MS,9
10043,MS,3
10044,MS,4
10045,TX,7
10046,TX,4
10047,MS,11
10048,TX,4
10049,TX,6
10050,TX,7
10051,TX,8
10052,TX,8
10053,TX,9
10054,TX,8
10055,TX,7
10056,TX,4
10057,TX,2
10058,TX,2
10059,TX,5
10061,TX,9
10062,TX,1
10063,TX,5
10064,TX,6
10065,TX,10
10066,TX,11
10067,TX,7
10068,TX,9
10069,TX,8
10070,TX,12
10071,TX,3
10072,TX,9
10073,TX,4
10074,TX,5
10075,TX,9
10076,TX,6
10077,TX,11
10078,TX,8
10079,TX,6
10082,TX,11
10083,TX,1
10084,TX,9
10085,TX,4
10087,TX,1
10088,TX,1
10089,TX,2
10090,TX,10
10091,TX,0
10092,TX,10
10093,TX,4
10094,TX,2
10095,TX,7
10096,TX,8
10098,TX,11
10099,TX,7
10101,TX,7
10102,TX,8
10104,TX,5
10105,TX,5
10106,TX,11
10109,TX,7
10110,TX,6
10111,TX,1
10112,TX,4
10113,TX,3
10114,TX,5
10115,TX,8
10116,TX,4
10117,TX,9
10118,TX,3
10119,TX,8
10120,TX,7
10121,TX,3
10122,TX,2
10123,TX,5
10124,TX,3
10125,TX,8
10126,TX,10
10127,TX,10
10128,TX,8
10129,TX,3
10130,TX,7
10132,TX,8
10133,TX,9
10134,TX,8
10135,TX,7
10136,TX,3
10137,TX,5
10138,TX,11
10139,TX,4
10141,TX,7
10143,TX,12
10144,TX,7
10145,TX,10
10146,TX,10
10147,TX,12
10150,TX,7
10151,TX,7
10152,TX,3
10153,TX,7
10154,TX,2
10155,TX,7
10156,TX,10
10157,TX,2
10158,TX,7
10160,TX,8
10161,TX,7
10162,TX,3
10163,TX,9
10164,TX,6
10165,TX,3
10166,TX,4
10169,TX,8
10170,TX,1
10171,TX,6
10173,TX,5
10175,TX,12
10177,TX,5
10178,TX,10
10179,TX,10
10182,TX,7
10183,TX,7
10185,TX,9
10186,TX,2
10187,TX,4
10188,TX,11
10189,AR,7
10191,TX,8
10194,TX,1
10195,TX,7
10196,TX,10
10197,TX,9
10198,TX,7
10199,TX,7
10200,TX,7
10201,TX,12
10202,TX,7
10203,TX,7
10206,TX,12
10207,TX,2
10208,TX,12
10209,TX,8
10210,TX,12
10211,TX,3
10212,TX,7
10213,TX,6
10215,TX,9
10216,TX,6
10217,TX,3
10218,TX,6
10219,TX,2
10220,TX,5
10221,TX,8
10222,TX,10
10223,TX,5
10224,TX,11
10225,TX,8
10226,TX,0
10227,TX,3
10229,TX,1
10230,TX,3
10231,TX,12
10232,TX,5
10234,TX,5
10235,TX,6
10236,TX,5
10237,TX,6
10238,TX,9
10240,LA,5
10241,OK,3
10242,TX,10
10243,TX,12
10245,TX,10
10246,TX,5
10249,TX,5
10251,TX,4
10252,TX,4
10254,TX,8
10255,TX,7
10256,TX,5
10257,TX,11
10258,TX,1
10259,TX,9
10260,TX,11
10261,TX,8
10262,TX,4
10263,TX,9
10265,TX,10
10266,TX,6
10267,TX,9
10268,TX,9
10269,TX,10
10270,TX,10
10271,TX,2
10273,TX,1
10274,TX,7
10275,TX,9
10276,TX,11
10277,TX,9
10278,TX,10
10279,TX,1
10280,TX,3
10281,TX,10
10282,TX,5
10283,TX,3
10284,TX,9
10285,TX,3
10286,TX,1
10287,TX,4
10288,TX,7
10289,TX,7
10290,TX,4
10291,TX,0
10292,TX,7
10293,TX,6
10294,TX,9
10296,TX,10
10300,TX,3
10301,TX,6
10303,TX,11
10305,TX,5
10307,TX,1
10308,TX,12
10309,TX,10
10310,TX,8
10311,TX,10
10312,TX,5
10313,TX,2
10314,TX,5
10315,TX,7
10316,TX,3
10317,TX,4
10319,TX,10
10320,TX,4
10323,TX,12
10324,TX,0
10325,TX,2
10326,TX,10
10328,TX,11
10329,TX,9
10331,TX,4
10332,TX,9
10334,TX,8
10336,TX,3
10337,TX,4
10338,TX,7
10339,TX,12
10340,TX,2
10341,TX,12
10342,TX,2
10343,TX,8
10345,TX,10
10346,TX,10
10347,TX,9
10348,TX,5
10349,TX,8
10350,TX,3
10351,TX,7
10352,TX,10
10353,TX,2
10354,TX,6
10355,TX,11
10356,TX,7
10357,TX,3
10358,TX,10
10359,TX,12
10360,TX,10
10361,TX,5
10362,TX,10
10363,TX,0
10364,TX,7
10365,TX,11
10366,TX,4
10367,TX,9
10368,TX,3
10370,TX,12
10371,TX,9
10372,TX,8
10373,TX,7
10374,TX,4
10375,TX,10
10376,TX,7
10377,TX,5
10378,TX,4
10379,TX,7
10381,TX,6
10382,TX,3
10383,TX,9
10384,TX,8
10386,TX,3
10387,TX,5
10388,TX,9
10390,TX,5
10391,TX,7
10393,TX,7
10394,TX,9
10395,TX,4
10396,TX,2
10397,TX,10
10398,TX,9
10399,TX,6
10400,TX,7
10401,TX,5
10402,TX,9
10404,AR,6
10405,TX,4
10406,TX,10
10407,TX,4
10408,TX,8
10409,TX,3
10410,TX,8
10412,TX,3
10414,TX,7
10415,TX,10
10416,TX,3
10419,TX,7
10422,TX,6
10423,TX,2
10424,TX,10
10425,TX,5
10426,TX,10
10427,TX,7
10428,TX,7
10429,TX,10
10430,LA,11
10431,TX,6
10433,TX,4
10434,TX,3
10435,TX,7
10436,TX,6
10437,TX,7
10438,TX,6
10439,TX,12
10440,TX,7
10441,TX,3
10442,TX,3
10443,TX,1
10444,TX,9
10445,TX,2
10446,TX,8
10447,TX,6
10448,TX,11
10449,TX,12
10450,TX,8
10451,TX,1
10452,TX,6
10453,TX,2
10454,TX,8
10455,TX,5
10456,TX,1
10457,TX,12
10458,TX,1
10459,TX,5
10460,TX,3
10461,TX,8
10462,TX,4
10463,TX,7
10464,TX,3
10465,TX,10
10466,TX,4
10467,TX,5
10468,TX,3
10469,TX,9
10470,TX,9
10471,TX,5
10472,TX,11
10473,TX,8
10474,TX,6
10475,TX,8
10476,TX,2
10477,TX,7
10478,TX,4
10479,TX,8
10480,TX,3
10482,TX,12
10483,TX,11
10484,TX,8
10485,TX,10
10486,TX,8
10487,TX,2
10490,TX,10
10491,TX,3
10492,TX,4
10493,OK,8
10494,OK,6
10495,TX,6
10496,TX,3
10497,TX,6
10498,TX,2
10499,TX,6
10500,TX,4
10501,TX,6
10502,TX,9
10503,TX,2
10504,TX,8
10505,TX,4
10506,TX,2
10507,TX,4
10509,TX,2
10510,TX,6
10511,TX,2
10512,TX,9
10513,TX,2
10514,TX,9
10515,TX,7
10517,TX,12
10518,TX,4
10519,TX,6
10520,TX,3
10521,TX,3
10522,TX,8
10523,TX,6
10524,TX,4
10525,MI,7
10526,TX,12
10527,TX,4
10528,TX,8
10529,TX,7
10531,TX,3
10532,TX,8
10533,TX,5
10534,TX,6
10535,TX,7
10536,OK,10
10537,TX,4
10538,TX,10
10539,TX,12
10540,KY,3
10541,TX,2
10542,TX,10
10545,TX,6
10548,TX,4
10549,TX,6
10550,TX,3
10551,TX,6
10552,TX,9
10553,TX,9
10554,TX,12
10555,TX,2
10556,TX,5
10557,TX,4
10558,TX,3
10559,TX,12
10560,TX,10
10561,TX,8
10562,TX,6
10563,TX,5
10565,TX,3
10566,TX,10
10567,TX,8
10568,TX,0
10569,TX,11
10570,TX,6
10571,TX,10
10572,TX,7
10573,TX,5
10574,TX,5
10576,TX,7
10578,TX,10
10579,TX,8
10580,TX,7
10581,TX,11
10582,TX,4
10583,TX,6
10584,TX,7
10585,TX,3
10586,TX,11
10587,TX,7
10588,TX,9
10589,LA,10
10590,TX,5
10591,TX,12
10592,TX,2
10593,TX,9
10594,TX,3
10596,TX,7
10599,TX,5
10601,TX,7
10603,TX,10
10605,TX,8
10606,TX,8
10607,TX,9
10609,TX,8
10610,TX,6
10611,TX,8
10612,TX,3
10613,TX,10
10614,TX,3
10615,TX,4
10616,TX,5
10617,TX,10
10618,TX,7
10620,TX,12
10621,TX,3
10622,TX,7
10623,TX,3
10624,TX,12
10625,TX,9
10626,TX,6
10627,TX,10
10628,TX,4
10629,TX,4
10630,TX,7
10631,TX,3
10632,TX,5
10633,TX,11
10634,TX,4
10635,TX,5
10641,TX,10
10642,TX,6
10643,TX,5
10644,TX,11
10645,TX,7
10646,TX,6
10647,TX,3
10648,TX,7
10649,TX,6
10650,TX,12
